detail_id,detail_information,light_condition,road_function,intersection_type,drunk_driving
11071,Tree (Standing Only),Daylight,Rural-Local Road or Street,Not an Intersection,f
11072,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Four-Way Intersection,f
11073,Curb,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,t
11074,Pedestrian,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
11075,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,T-Intersection,f
11076,Tree (Standing Only),Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
11077,Parked Motor Vehicle ,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
11078,Rollover/Overturn,Dark - Lighted,Rural-Local Road or Street,Not an Intersection,t
11079,Rollover/Overturn,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
11080,Ditch,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
11081,Pedalcyclist,Daylight,Urban-Local Road or Street,Four-Way Intersection,t
11082,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
11083,Tree (Standing Only),Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
11084,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Minor Arterial,Not an Intersection,t
11085,Tree (Standing Only),Daylight,Urban-Other Principal Arterial,Not an Intersection,t
11086,Tree (Standing Only),Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
11087,Ditch,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
11088,Tree (Standing Only),Daylight,Rural-Major Collector,Not an Intersection,t
11089,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
11090,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,f
11091,Traffic Sign Support ,Daylight,Urban-Minor Arterial,Not an Intersection,f
11092,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
11093,Utility Pole/Light Support,Daylight,Rural-Local Road or Street,Not an Intersection,t
11094,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Other Principal Arterial,Four-Way Intersection,t
11095,Rollover/Overturn,Daylight,Rural-Major Collector,Not an Intersection,t
11096,Ditch,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,t
11097,Motor Vehicle In-Transport ,Dawn,Rural-Minor Arterial,Not an Intersection,f
11098,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
11099,Motor Vehicle In-Transport ,Daylight,Rural-Minor Collector,Not an Intersection,t
11101,"Other Post, Other Pole or Other Supports",Daylight,Rural-Minor Collector,Not an Intersection,t
11102,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
11103,Pedestrian,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
11104,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
11105,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Not an Intersection,t
11106,Rollover/Overturn,Daylight,Rural-Major Collector,Not an Intersection,f
11107,Embankment,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
11108,Ditch,Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,f
11109,Other Object (not fixed),Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
11110,Ditch,Daylight,Rural-Local Road or Street,Not an Intersection,t
11111,Embankment,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
11112,Ditch,Daylight,Rural-Major Collector,Not an Intersection,t
11113,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Other Principal Arterial,T-Intersection,f
11114,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Y-Intersection,f
11115,Mail Box,Dark - Not Lighted,Urban-Collector,Not an Intersection,t
11116,Tree (Standing Only),Daylight,Rural-Major Collector,Not an Intersection,f
11117,Bridge Rail (Includes parapet),Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
11118,Guardrail Face,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
11119,Embankment,Dark - Not Lighted,Rural-Major Collector,T-Intersection,t
11120,Pedestrian,Dawn,Rural-Principal Arterial-Other,Four-Way Intersection,f
11121,Motor Vehicle In-Transport ,Dusk,Rural-Major Collector,T-Intersection,t
11122,"Other Post, Other Pole or Other Supports",Dark - Lighted,Rural-Local Road or Street,Four-Way Intersection,t
11123,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Not an Intersection,f
11124,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
11125,Ditch,Daylight,Rural-Local Road or Street,Not an Intersection,f
11126,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
11127,Culvert,Dark - Lighted,Urban-Collector,Not an Intersection,f
11128,Tree (Standing Only),Daylight,Rural-Local Road or Street,Not an Intersection,f
11129,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
11130,Tree (Standing Only),Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
11131,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Not an Intersection,t
11132,Tree (Standing Only),Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
11133,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
11134,Traffic Sign Support ,Dawn,Rural-Minor Arterial,Not an Intersection,t
11135,Motor Vehicle In-Transport ,Daylight,Urban-Collector,Not an Intersection,t
11136,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
11137,Culvert,Dark - Not Lighted,Urban-Minor Arterial,Not an Intersection,t
11138,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
11139,Ditch,Daylight,Rural-Major Collector,Not an Intersection,f
11140,Guardrail Face,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
11141,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
11142,Embankment,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,t
11143,Ditch,Daylight,Rural-Minor Collector,Not an Intersection,f
11144,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Collector,Not an Intersection,f
11145,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,t
11146,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
11147,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
11148,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
11149,Ditch,Dark - Lighted,Rural-Local Road or Street,Not an Intersection,t
11150,Rollover/Overturn,Daylight,Rural-Major Collector,Not an Intersection,f
11151,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,Four-Way Intersection,t
11152,Culvert,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
11153,Rollover/Overturn,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
11154,Tree (Standing Only),Dawn,Rural-Local Road or Street,Not an Intersection,t
11155,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
11156,Ditch,Daylight,Urban-Collector,Not an Intersection,f
11157,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
11158,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Four-Way Intersection,f
11159,Tree (Standing Only),Daylight,Urban-Minor Arterial,Not an Intersection,f
11160,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
11161,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,t
11162,Rollover/Overturn,Daylight,Rural-Minor Collector,Not an Intersection,t
11163,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
11164,Ditch,Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,t
11165,Rollover/Overturn,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
11166,Ditch,Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,t
11167,Tree (Standing Only),Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
11168,Pedestrian,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
11169,Immersion,Dark - Not Lighted,Urban-Collector,Not an Intersection,f
11170,Embankment,Dusk,Rural-Major Collector,Not an Intersection,f
11171,Traffic Sign Support ,Other,Urban-Local Road or Street,Not an Intersection,f
11172,Motor Vehicle In-Transport ,Dusk,Rural-Major Collector,Not an Intersection,f
11173,Embankment,Daylight,Urban-Collector,Not an Intersection,f
11174,Tree (Standing Only),Dark - Not Lighted,Urban-Collector,Not an Intersection,f
11175,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Not an Intersection,f
11176,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
11177,Other Fixed Object,Dawn,Rural-Major Collector,Not an Intersection,f
11178,Ditch,Daylight,Rural-Local Road or Street,Not an Intersection,f
11179,Tree (Standing Only),Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
11180,Pedalcyclist,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
11181,Pedestrian,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,f
11182,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
11183,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,t
11184,Ditch,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
11185,Motor Vehicle In-Transport ,Dark - Lighted,Rural-Minor Arterial,Not an Intersection,f
11186,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
11187,Ditch,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
11188,Railway Vehicle,Daylight,Rural-Major Collector,Not an Intersection,f
11189,Ditch,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
11190,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,t
11191,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
11192,Embankment,Dark - Lighted,Rural-Local Road or Street,Not an Intersection,t
11193,Tree (Standing Only),Daylight,Rural-Major Collector,Not an Intersection,f
11194,Tree (Standing Only),Dark - Not Lighted,Rural-Local Road or Street,T-Intersection,f
11195,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,f
11196,Pedestrian,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
11197,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,T-Intersection,f
11198,Tree (Standing Only),Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
11199,Shrubbery,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
11200,Pedestrian,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,f
11201,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,T-Intersection,f
11202,Tree (Standing Only),Dark - Not Lighted,Urban-Collector,Not an Intersection,t
11203,Pedestrian,Dark - Not Lighted,Urban-Minor Arterial,Not an Intersection,f
11204,Rollover/Overturn,Dark - Not Lighted,Rural-Major Collector,T-Intersection,t
11205,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Not an Intersection,t
11206,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,t
11207,Rollover/Overturn,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
11208,Culvert,Dark - Not Lighted,Urban-Collector,Not an Intersection,t
11209,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
11210,Embankment,Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,t
11211,Rollover/Overturn,Daylight,Rural-Major Collector,Not an Intersection,f
11212,Fence,Daylight,Rural-Minor Collector,Not an Intersection,f
11213,Tree (Standing Only),Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
11214,Tree (Standing Only),Dusk,Rural-Local Road or Street,Not an Intersection,f
11215,Rollover/Overturn,Dusk,Rural-Minor Collector,Not an Intersection,f
11216,Tree (Standing Only),Daylight,Rural-Local Road or Street,Not an Intersection,f
11217,Tree (Standing Only),Daylight,Rural-Local Road or Street,Not an Intersection,t
11218,Rollover/Overturn,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
11219,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
11220,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
11221,Embankment,Dawn,Rural-Local Road or Street,Not an Intersection,f
11222,Tree (Standing Only),Daylight,Rural-Minor Arterial,Not an Intersection,f
11223,Pedestrian,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
11224,Utility Pole/Light Support,Daylight,Rural-Local Road or Street,Not an Intersection,f
11225,Rollover/Overturn,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
11226,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Four-Way Intersection,t
11227,Railway Vehicle,Daylight,Rural-Local Road or Street,Not an Intersection,f
11228,Tree (Standing Only),Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
11229,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,t
11230,Tree (Standing Only),Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
11231,Mail Box,Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,t
11232,Cargo/Equipment Loss or Shift (harmful to this vehicle),Dark - Not Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
11233,Embankment,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,t
11234,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
11235,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Four-Way Intersection,f
11236,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
11237,Tree (Standing Only),Daylight,Rural-Local Road or Street,Not an Intersection,f
11238,Live Animal,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
11239,Tree (Standing Only),Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
11240,Ditch,Daylight,Rural-Minor Collector,Not an Intersection,f
11241,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,t
11242,Parked Motor Vehicle ,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,f
11243,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Not an Intersection,f
11244,Tree (Standing Only),Daylight,Rural-Local Road or Street,Not an Intersection,t
11245,Rollover/Overturn,Daylight,Rural-Minor Arterial,Not an Intersection,t
11246,Tree (Standing Only),Daylight,Rural-Local Road or Street,Not an Intersection,t
11247,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
11248,Tree (Standing Only),Daylight,Rural-Minor Arterial,Not an Intersection,f
11249,Other Object (not fixed),Dawn,Urban-Minor Arterial,T-Intersection,f
11250,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
11251,Mail Box,Daylight,Rural-Local Road or Street,Not an Intersection,t
11252,Fence,Dusk,Urban-Principal Arterial-Interstate,Not an Intersection,f
11253,Curb,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,t
11254,Tree (Standing Only),Dark - Lighted,Urban-Minor Arterial,Not an Intersection,t
11255,Pedestrian,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
11256,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Minor Arterial,Four-Way Intersection,t
11257,Tree (Standing Only),Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
11258,Culvert,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,t
11259,Live Animal,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
11260,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,t
11261,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Minor Arterial,T-Intersection,f
11262,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,T-Intersection,f
11263,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
11264,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,T-Intersection,f
11265,Guardrail Face,Dark - Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
11266,Pedestrian,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
11267,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
11268,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Not an Intersection,f
11269,Ditch,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
11270,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Not an Intersection,f
11271,Traffic Sign Support ,Daylight,Rural-Major Collector,Not an Intersection,f
11272,Guardrail End,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
11273,Embankment,Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,t
11274,Other Object (not fixed),Daylight,Urban-Collector,Not an Intersection,f
11275,Pedestrian,Dark - Not Lighted,Urban-Minor Arterial,Not an Intersection,f
11276,Embankment,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,t
11277,Tree (Standing Only),Daylight,Urban-Minor Arterial,Not an Intersection,f
11278,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Y-Intersection,t
11279,Embankment,Dusk,Rural-Local Road or Street,Not an Intersection,t
11280,Utility Pole/Light Support,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,t
11281,Ditch,Daylight,Rural-Major Collector,Not an Intersection,f
11282,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,f
11283,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
11284,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
11285,Culvert,Daylight,Rural-Major Collector,Not an Intersection,f
11286,Motor Vehicle In-Transport ,Daylight,Rural-Minor Collector,Not an Intersection,f
11287,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
11288,Parked Motor Vehicle ,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,f
11289,Utility Pole/Light Support,Dark - Lighted,Urban-Collector,Not an Intersection,f
11290,Pedestrian,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,f
11291,Curb,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
11292,Pedestrian,Daylight,Rural-Major Collector,Not an Intersection,f
11293,Bridge Rail (Includes parapet),Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
11294,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Principal Arterial-Interstate,T-Intersection,t
11295,Tree (Standing Only),Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,f
11296,Pedestrian,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
11297,Tree (Standing Only),Daylight,Rural-Local Road or Street,Not an Intersection,f
11298,Mail Box,Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,t
11299,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Collector,Four-Way Intersection,f
11300,Mail Box,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
11301,Ditch,Dark - Lighted,Urban-Minor Arterial,Y-Intersection,t
11302,Pedestrian,Dark - Not Lighted,Urban-Minor Arterial,Not an Intersection,f
11303,Traffic Sign Support ,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
11304,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,Four-Way Intersection,f
11305,"Other Post, Other Pole or Other Supports",Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
11306,Tree (Standing Only),Daylight,Rural-Minor Arterial,Not an Intersection,f
11307,Pedalcyclist,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,f
11308,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,f
11309,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,t
11310,Motor Vehicle In-Transport ,Dawn,Urban-Other Principal Arterial,Not an Intersection,f
11311,Tree (Standing Only),Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
11312,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,t
11313,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,t
11314,Embankment,Dark - Not Lighted,Urban-Collector,Not an Intersection,t
11315,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
11316,Shrubbery,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
11317,Tree (Standing Only),Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,t
11318,Curb,Dark - Not Lighted,Urban-Minor Arterial,T-Intersection,t
11319,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Collector,Y-Intersection,f
11320,Curb,Dusk,Urban-Principal Arterial-Interstate,T-Intersection,f
11321,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Four-Way Intersection,f
11322,Pedestrian,Dark - Lighted,Urban-Minor Arterial,Four-Way Intersection,f
11323,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
11324,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
11325,Mail Box,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
11326,Pedestrian,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
11327,Parked Motor Vehicle ,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
11328,Rollover/Overturn,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
11329,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Four-Way Intersection,f
11330,Tree (Standing Only),Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,t
11331,Guardrail Face,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
11332,Immersion,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
11333,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Not an Intersection,f
11334,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
11335,Pedestrian,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
11336,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
11337,Motor Vehicle In-Transport ,Daylight,Urban-Collector,Not an Intersection,f
11338,Rollover/Overturn,Daylight,Rural-Major Collector,Not an Intersection,t
11339,Ditch,Dusk,Rural-Local Road or Street,Not an Intersection,t
11340,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
11341,Curb,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
11342,Parked Motor Vehicle ,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
11343,Pedestrian,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,f
11344,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
11345,Tree (Standing Only),Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
11346,Motor Vehicle In-Transport ,Daylight,Rural-Minor Collector,Not an Intersection,f
11347,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Minor Arterial,Not an Intersection,t
11348,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
11349,Mail Box,Dark - Lighted,Rural-Minor Arterial,Not an Intersection,t
11350,Motor Vehicle In-Transport ,Dawn,Urban-Principal Arterial-Interstate,Not an Intersection,f
11351,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Four-Way Intersection,f
11352,Other Fixed Object,Dark - Not Lighted,Urban-Collector,Not an Intersection,t
11353,Pedestrian,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,f
11354,Pedestrian,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,f
11355,Traffic Sign Support ,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,t
11356,Fence,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
11357,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
11358,Fence,Dark - Lighted,Urban-Other Principal Arterial,T-Intersection,f
11359,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
11360,Culvert,Dark - Not Lighted,Urban-Minor Arterial,Not an Intersection,f
11361,Pedestrian,Dark - Not Lighted,Urban-Other Principal Arterial,T-Intersection,f
11362,Motor Vehicle In-Transport ,Dusk,Urban-Collector,Four-Way Intersection,f
11363,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
11364,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Other Principal Arterial,Four-Way Intersection,f
11365,Utility Pole/Light Support,Dark - Lighted,Urban-Local Road or Street,Not Reported,t
11366,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Four-Way Intersection,f
11367,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Not an Intersection,t
11368,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Not an Intersection,f
11369,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Four-Way Intersection,f
11370,Rollover/Overturn,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,t
11371,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Four-Way Intersection,f
11372,Guardrail Face,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
11373,Pedalcyclist,Daylight,Rural-Local Road or Street,Not an Intersection,f
11374,Fire Hydrant,Daylight,Urban-Minor Arterial,Not an Intersection,f
11375,Live Animal,Daylight,Rural-Local Road or Street,Not an Intersection,f
11376,"Other Post, Other Pole or Other Supports",Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
11377,Pedalcyclist,Dark - Lighted,Urban-Other Principal Arterial,Four-Way Intersection,f
11378,Bridge Rail (Includes parapet),Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,t
11379,Embankment,Other,Rural-Minor Collector,Not an Intersection,t
11380,Pedestrian,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
11381,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,f
11382,Guardrail Face,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
11383,Embankment,Dark - Not Lighted,Urban-Minor Arterial,T-Intersection,f
11384,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,f
11385,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,f
11386,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
11387,Pedestrian,Daylight,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
