detail_id,detail_information,light_condition,road_function,intersection_type,drunk_driving
54905,Utility Pole/Light Support,Daylight,Urban-Local Road or Street,Not an Intersection,f
54906,Ditch,Daylight,Rural-Local Road or Street,Not an Intersection,f
54907,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,t
54908,Tree (Standing Only),Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
54909,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,T-Intersection,f
54910,Motor Vehicle In-Transport ,Daylight,Urban-Local Road or Street,Four-Way Intersection,f
54911,Pedestrian,Daylight,Rural-Major Collector,Not an Intersection,f
54912,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
54913,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
54914,Ditch,Daylight,Urban-Local Road or Street,Not an Intersection,f
54915,Pedestrian,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
54916,Ditch,Daylight,Rural-Local Road or Street,Not an Intersection,f
54917,Utility Pole/Light Support,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,t
54918,Motor Vehicle In-Transport ,Dark - Lighted,Rural-Local Road or Street,Not an Intersection,f
54919,Tree (Standing Only),Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,f
54920,Guardrail Face,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
54921,Embankment,Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,t
54922,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Local Road or Street,Four-Way Intersection,t
54923,Curb,Dark - Not Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,t
54924,Ditch,Daylight,Rural-Major Collector,Not an Intersection,f
54925,Ditch,Dawn,Rural-Major Collector,Not an Intersection,f
54926,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
54927,Ditch,Dark - Not Lighted,Rural-Minor Collector,Four-Way Intersection,t
54928,Motor Vehicle In-Transport ,Daylight,Rural-Minor Collector,Not an Intersection,f
54929,Tree (Standing Only),Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
54930,Motor Vehicle In-Transport ,Daylight,Rural-Minor Collector,Not an Intersection,t
54931,Rollover/Overturn,Daylight,Rural-Major Collector,Not an Intersection,f
54932,Rollover/Overturn,Daylight,Rural-Major Collector,Not an Intersection,f
54933,Utility Pole/Light Support,Daylight,Rural-Minor Collector,Not an Intersection,f
54934,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Four-Way Intersection,f
54935,Tree (Standing Only),Daylight,Rural-Minor Collector,Not an Intersection,f
54936,Fell/Jumped from Vehicle,Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,t
54937,Tree (Standing Only),Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,f
54938,Motor Vehicle In-Transport ,Daylight,Rural-Minor Collector,T-Intersection,f
54939,Tree (Standing Only),Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
54940,Culvert,Daylight,Rural-Minor Collector,Not an Intersection,t
54941,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,T-Intersection,f
54942,Ditch,Daylight,Rural-Local Road or Street,Not an Intersection,f
54943,Pedestrian,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
54944,Ditch,Daylight,Rural-Local Road or Street,Not an Intersection,t
54945,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
54946,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Four-Way Intersection,f
54947,Tree (Standing Only),Dark - Lighted,Rural-Minor Arterial,Not an Intersection,t
54948,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Four-Way Intersection,f
54949,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,t
54950,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
54951,Tree (Standing Only),Dark - Lighted,Urban-Minor Arterial,Not an Intersection,f
54952,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Four-Way Intersection,f
54953,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
54954,Wall,Daylight,Urban-Minor Arterial,Not an Intersection,t
54955,Tree (Standing Only),Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
54956,Bridge Rail (Includes parapet),Daylight,Rural-Local Road or Street,Not an Intersection,t
54957,Rollover/Overturn,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
54958,Rollover/Overturn,Daylight,Rural-Local Road or Street,Not an Intersection,f
54959,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Four-Way Intersection,f
54960,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
54961,Ditch,Daylight,Rural-Major Collector,Not an Intersection,t
54962,Tree (Standing Only),Dawn,Rural-Local Road or Street,Not an Intersection,t
54963,Rollover/Overturn,Daylight,Rural-Minor Collector,Not an Intersection,f
54964,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Four-Way Intersection,f
54965,Embankment,Daylight,Urban-Local Road or Street,Not an Intersection,f
54966,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Collector,T-Intersection,t
54967,Guardrail Face,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
54968,Mail Box,Daylight,Rural-Local Road or Street,Not an Intersection,t
54969,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,T-Intersection,f
54970,Thrown or Falling Object,Daylight,Rural-Major Collector,Not an Intersection,f
54971,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
54972,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,t
54973,Pedestrian,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
54974,Pedestrian,Dusk,Urban-Local Road or Street,Not an Intersection,f
54975,Ditch,Daylight,Rural-Minor Collector,Not an Intersection,f
54976,Ditch,Daylight,Rural-Local Road or Street,Not an Intersection,f
54977,Pedalcyclist,Daylight,Rural-Minor Arterial,Not an Intersection,t
54978,Mail Box,Daylight,Rural-Local Road or Street,Not an Intersection,t
54979,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Collector,Not an Intersection,f
54980,Rollover/Overturn,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
54981,Live Animal,Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,t
54982,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
54983,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Four-Way Intersection,f
54984,Other Traffic Barrier,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
54985,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
54986,Tree (Standing Only),Daylight,Rural-Local Road or Street,Not an Intersection,f
54987,Pedestrian,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
54988,Traffic Sign Support ,Daylight,Rural-Local Road or Street,Not an Intersection,f
54989,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Four-Way Intersection,f
54990,Rollover/Overturn,Daylight,Rural-Minor Collector,Not an Intersection,f
54991,Motor Vehicle In-Transport ,Dusk,Rural-Major Collector,Not an Intersection,f
54992,Tree (Standing Only),Daylight,Rural-Minor Collector,Not an Intersection,f
54993,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Four-Way Intersection,f
54994,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
54995,Rollover/Overturn,Daylight,Rural-Major Collector,Not an Intersection,f
54996,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
54997,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
54998,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,T-Intersection,t
54999,Pedestrian,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,t
55000,Tree (Standing Only),Daylight,Urban-Minor Arterial,Four-Way Intersection,f
55001,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,t
55002,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Four-Way Intersection,f
61167,Culvert,Daylight,Rural-Minor Arterial,Not an Intersection,f
55003,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
55004,Motor Vehicle In-Transport ,Daylight,Urban-Collector,Not an Intersection,f
55005,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
55006,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
55007,Tree (Standing Only),Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
55008,Pedestrian,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
55009,Motor Vehicle In-Transport ,Daylight,Urban-Collector,Not an Intersection,f
55010,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,f
55011,Pedestrian,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
55012,Rollover/Overturn,Daylight,Rural-Local Road or Street,Not an Intersection,t
55013,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Minor Arterial,Not an Intersection,t
55014,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
55015,Other Fixed Object,Dark - Lighted,Urban-Local Road or Street,Four-Way Intersection,t
55016,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Four-Way Intersection,f
55017,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,t
55018,Rollover/Overturn,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
55019,Pedestrian,Daylight,Urban-Minor Arterial,Not an Intersection,f
55020,Tree (Standing Only),Daylight,Rural-Major Collector,Not an Intersection,f
55021,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,T-Intersection,f
55022,Tree (Standing Only),Dark - Lighted,Urban-Collector,Not an Intersection,t
55023,Motor Vehicle In-Transport ,Daylight,Urban-Collector,Four-Way Intersection,f
55024,Pedestrian,Daylight,Urban-Collector,Not an Intersection,t
55025,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Four-Way Intersection,f
55026,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
55027,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Collector,Not an Intersection,t
55028,Tree (Standing Only),Daylight,Urban-Local Road or Street,Not an Intersection,f
55029,Mail Box,Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,t
55030,Pedestrian,Daylight,Urban-Local Road or Street,Not an Intersection,f
55031,Pedestrian,Dark - Not Lighted,Urban-Minor Arterial,Not an Intersection,f
55032,Rollover/Overturn,Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,t
55033,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Not an Intersection,f
55034,Rollover/Overturn,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,t
55035,Ditch,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
55036,Rollover/Overturn,Dark - Not Lighted,Urban-Minor Arterial,Not an Intersection,f
55037,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Not an Intersection,f
55038,Shrubbery,Daylight,Rural-Local Road or Street,T-Intersection,f
55039,Mail Box,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
55040,Guardrail Face,Daylight,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
55041,Pedestrian,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
55042,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
55043,Other Fixed Object,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,t
55044,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Four-Way Intersection,f
55045,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,t
55046,Rollover/Overturn,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
55047,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
55048,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,t
55049,Mail Box,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
55050,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,Four-Way Intersection,f
55051,Pedestrian,Daylight,Urban-Local Road or Street,Not an Intersection,f
55052,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Collector,T-Intersection,t
55053,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Minor Arterial,Four-Way Intersection,f
55054,Guardrail Face,Daylight,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,t
55055,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
55056,Pedestrian,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
55057,Pedestrian,Daylight,Rural-Local Road or Street,Not an Intersection,f
55058,Curb,Daylight,Rural-Major Collector,Not an Intersection,f
55059,Pedestrian,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,f
55060,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Local Road or Street,Four-Way Intersection,t
55061,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,t
55062,Traffic Sign Support ,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,t
55063,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,T-Intersection,f
55064,Ditch,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
55065,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,t
55066,Rollover/Overturn,Daylight,Rural-Minor Arterial,Not an Intersection,f
55067,"Other Post, Other Pole or Other Supports",Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
55068,Fell/Jumped from Vehicle,Daylight,Rural-Local Road or Street,Not an Intersection,f
55069,Tree (Standing Only),Daylight,Rural-Major Collector,Not an Intersection,f
55070,Guardrail Face,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
55071,Tree (Standing Only),Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
55072,Tree (Standing Only),Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
55074,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
55075,Tree (Standing Only),Daylight,Rural-Minor Collector,Not an Intersection,t
55076,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
55077,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,T-Intersection,f
55078,Pedalcyclist,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,f
55079,Ditch,Daylight,Rural-Local Road or Street,Not an Intersection,f
55080,Pedestrian,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,f
55081,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
55082,Guardrail Face,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
55083,Ditch,Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,t
55084,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
55085,Tree (Standing Only),Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
55086,Traffic Sign Support ,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,t
55087,Pedestrian,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,f
55088,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,T-Intersection,f
55089,Embankment,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,f
55090,Motor Vehicle In-Transport ,Daylight,Rural-Minor Collector,Four-Way Intersection,f
55091,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Four-Way Intersection,f
55092,Ditch,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
55093,Ditch,Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,t
55094,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,T-Intersection,f
55095,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Not an Intersection,f
55096,Rollover/Overturn,Dusk,Urban-Principal Arterial-Interstate,Not an Intersection,f
55097,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Not an Intersection,t
55098,Pedestrian,Dawn,Rural-Principal Arterial-Interstate,Not an Intersection,f
55099,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
55100,Utility Pole/Light Support,Daylight,Urban-Local Road or Street,Not an Intersection,t
55101,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Four-Way Intersection,f
55102,Pedestrian,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
55103,Tree (Standing Only),Daylight,Rural-Minor Arterial,Not an Intersection,t
55104,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Not an Intersection,f
55105,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,t
55106,Mail Box,Daylight,Rural-Local Road or Street,Not an Intersection,f
55107,Culvert,Daylight,Rural-Minor Collector,Not an Intersection,f
55108,Other Non-Collision,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
55109,Tree (Standing Only),Daylight,Rural-Minor Arterial,Not an Intersection,f
55110,Rollover/Overturn,Daylight,Rural-Local Road or Street,Not an Intersection,f
55111,Motor Vehicle In-Transport ,Daylight,Urban-Collector,Not an Intersection,f
55112,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Not an Intersection,t
55113,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,Four-Way Intersection,t
55114,Tree (Standing Only),Daylight,Urban-Local Road or Street,Not an Intersection,f
55115,Mail Box,Daylight,Urban-Local Road or Street,Not an Intersection,f
55116,Motor Vehicle In-Transport ,Daylight,Urban-Collector,T-Intersection,f
55117,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Four-Way Intersection,t
55118,Fell/Jumped from Vehicle,Dark - Lighted,Rural-Local Road or Street,Not an Intersection,f
55119,Mail Box,Daylight,Urban-Minor Arterial,Not an Intersection,f
55120,Pedestrian,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
55121,Mail Box,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
55122,Building,Daylight,Rural-Major Collector,Not an Intersection,f
55123,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,f
55124,Rollover/Overturn,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
55125,Ditch,Daylight,Rural-Major Collector,Not an Intersection,f
55126,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Four-Way Intersection,f
55127,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
55128,Ditch,Daylight,Rural-Local Road or Street,Not an Intersection,f
55129,Tree (Standing Only),Daylight,Rural-Local Road or Street,Not an Intersection,t
55130,Tree (Standing Only),Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,f
55131,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
55132,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
55133,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
55134,Tree (Standing Only),Daylight,Rural-Major Collector,Not an Intersection,f
55135,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
55136,Traffic Sign Support ,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
55137,Fence,Daylight,Rural-Major Collector,Not an Intersection,f
55138,Pedestrian,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
55139,Rollover/Overturn,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
55140,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
55141,Tree (Standing Only),Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
55142,Pedestrian,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
55143,Non-Motorist on Personal Conveyance,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
55144,Guardrail Face,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,t
55145,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Four-Way Intersection,f
55146,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
55147,Utility Pole/Light Support,Daylight,Rural-Major Collector,Not an Intersection,t
55148,Cargo/Equipment Loss or Shift (harmful to this vehicle),Daylight,Urban-Other Principal Arterial,Not an Intersection,f
55149,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Not an Intersection,f
55150,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
55151,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,Four-Way Intersection,t
55152,Motor Vehicle In-Transport ,Daylight,Urban-Local Road or Street,Not an Intersection,f
55153,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Not an Intersection,f
55154,Tree (Standing Only),Daylight,Urban-Local Road or Street,Not an Intersection,f
55155,Tree (Standing Only),Daylight,Rural-Minor Collector,Not an Intersection,f
55156,Live Animal,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
55157,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
55158,Ditch,Daylight,Rural-Major Collector,Not an Intersection,t
55159,Tree (Standing Only),Daylight,Rural-Major Collector,Not an Intersection,f
55160,Ditch,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
55161,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
55162,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
55163,Ditch,Daylight,Rural-Local Road or Street,Not an Intersection,f
55164,Rollover/Overturn,Daylight,Rural-Minor Collector,Not an Intersection,f
55165,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,t
55166,Other Non-Collision,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
55167,Fell/Jumped from Vehicle,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
55168,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
55169,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Not an Intersection,f
55170,Curb,Dark - Lighted,Urban-Other Principal Arterial,Y-Intersection,t
55171,Motor Vehicle In-Transport ,Daylight,Urban-Local Road or Street,Not an Intersection,f
55172,Ditch,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
55173,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Other,Y-Intersection,t
55174,Embankment,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
55175,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
55176,Rollover/Overturn,Daylight,Rural-Major Collector,Not an Intersection,f
55177,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Four-Way Intersection,f
55178,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Four-Way Intersection,f
55179,Pedestrian,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,f
55180,Pedestrian,Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,f
55181,Traffic Sign Support ,Dark - Not Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,t
55182,Culvert,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
55183,Pedestrian,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
55184,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Four-Way Intersection,f
55185,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Four-Way Intersection,t
55186,Pedestrian,Daylight,Rural-Local Road or Street,Not an Intersection,f
55187,Motor Vehicle In-Transport ,Dawn,Rural-Minor Arterial,Not an Intersection,f
55188,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
55189,Pedestrian,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
55190,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
55191,Rollover/Overturn,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
55192,Embankment,Daylight,Rural-Principal Arterial-Other,Not an Intersection,t
55193,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,t
55194,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Local Road or Street,Four-Way Intersection,t
55195,Pedalcyclist,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
55196,Ditch,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
55197,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
55198,Other Fixed Object,Daylight,Rural-Local Road or Street,Not an Intersection,f
55199,Motor Vehicle In-Transport ,Daylight,Rural-Minor Collector,Not an Intersection,f
55200,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
55201,Ditch,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
55202,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
55203,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,T-Intersection,t
55204,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,t
55205,Pedalcyclist,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
55206,Tree (Standing Only),Daylight,Urban-Other Principal Arterial,Not an Intersection,f
55207,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,T-Intersection,f
55208,Motor Vehicle In-Transport ,Daylight,Rural-Minor Collector,Not an Intersection,f
55209,Ditch,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
55210,Tree (Standing Only),Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
55211,Rollover/Overturn,Daylight,Rural-Major Collector,Not an Intersection,f
55212,Tree (Standing Only),Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
55213,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,t
55214,Tree (Standing Only),Daylight,Rural-Minor Collector,Not an Intersection,f
55215,Tree (Standing Only),Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
55216,Guardrail Face,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
55217,Tree (Standing Only),Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
55218,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,T-Intersection,t
55219,Motor Vehicle In-Transport ,Daylight,Urban-Local Road or Street,Not an Intersection,f
55220,Embankment,Dusk,Rural-Principal Arterial-Other,Not an Intersection,f
55221,Pedestrian,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
55222,Ditch,Daylight,Urban-Local Road or Street,Not an Intersection,f
55223,Motor Vehicle In-Transport ,Daylight,Urban-Local Road or Street,Not an Intersection,f
