detail_id,detail_information,light_condition,road_function,intersection_type,drunk_driving
45943,Rollover/Overturn,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,t
45944,Ditch,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
45945,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,t
45946,Pedestrian,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,f
45948,Mail Box,Dark - Not Lighted,Urban-Minor Arterial,Four-Way Intersection,t
45949,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Minor Arterial,Four-Way Intersection,t
45950,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,T-Intersection,f
45951,Rollover/Overturn,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
45952,Pedestrian,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
45953,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Four-Way Intersection,f
45954,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Not an Intersection,f
45955,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Not an Intersection,f
45956,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,T-Intersection,f
45957,Ditch,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
45958,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
45959,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Four-Way Intersection,f
45960,Embankment,Dusk,Rural-Major Collector,Not an Intersection,f
45961,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,t
45962,Tree (Standing Only),Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
45963,Pedestrian,Dark - Not Lighted,Urban-Other Principal Arterial,Four-Way Intersection,f
45964,Tree (Standing Only),Daylight,Rural-Minor Collector,Not an Intersection,f
45965,"Other Post, Other Pole or Other Supports",Dark - Lighted,Urban-Other Principal Arterial,Four-Way Intersection,t
45966,Pedestrian,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,t
45967,Pedestrian,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
45968,"Other Post, Other Pole or Other Supports",Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
45969,Shrubbery,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,t
45970,Pedestrian,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
45971,Ditch,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,t
45972,Rollover/Overturn,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
45973,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Minor Arterial,Four-Way Intersection,t
45974,Other Object (not fixed),Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
45975,Bridge Pier or Support,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
45976,Embankment,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
45977,Bridge Rail (Includes parapet),Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
45978,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Four-Way Intersection,f
45979,Pedestrian,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
45980,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
45981,Tree (Standing Only),Dark - Lighted,Urban-Minor Arterial,Not an Intersection,t
45982,Pedestrian,Dawn,Urban-Minor Arterial,Not an Intersection,f
45983,Utility Pole/Light Support,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,t
45984,Culvert,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
45985,"Other Post, Other Pole or Other Supports",Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,t
45986,Pedalcyclist,Daylight,Urban-Collector,Not an Intersection,f
45987,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Minor Arterial,Not an Intersection,t
45988,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,f
45989,Pedestrian,Daylight,Urban-Other Principal Arterial,Not an Intersection,t
45990,Parked Motor Vehicle ,Daylight,Urban-Local Road or Street,Not an Intersection,f
45991,Pedalcyclist,Daylight,Urban-Minor Arterial,Not an Intersection,f
45992,Pedestrian,Daylight,Urban-Minor Arterial,Four-Way Intersection,f
45993,Motor Vehicle In-Transport ,Daylight,Urban-Collector,Four-Way Intersection,f
45994,Pedestrian,Daylight,Urban-Collector,Four-Way Intersection,f
45995,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Other Principal Arterial,T-Intersection,f
45996,Pedestrian,Dark - Lighted,Urban-Minor Arterial,T-Intersection,f
45997,Pedestrian,Daylight,Urban-Local Road or Street,Not an Intersection,f
45998,Pedestrian,Dark - Not Lighted,Urban-Minor Arterial,Not an Intersection,f
45999,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Minor Arterial,Not an Intersection,t
46000,Pedestrian,Dark - Lighted,Urban-Collector,Not an Intersection,f
46001,Pedestrian,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
46002,Ditch,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
46003,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
46004,Rollover/Overturn,Dusk,Rural-Major Collector,Not an Intersection,t
46005,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,t
46006,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Not an Intersection,f
46007,Rollover/Overturn,Dusk,Rural-Major Collector,Not an Intersection,f
46008,Boulder,Daylight,Urban-Minor Arterial,Not an Intersection,f
46009,Pedestrian,Dark - Not Lighted,Urban-Minor Arterial,Not an Intersection,f
46010,Concrete Traffic Barrier,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
46011,Pedestrian,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
46012,Utility Pole/Light Support,Daylight,Rural-Local Road or Street,Not an Intersection,f
46013,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
46014,Tree (Standing Only),Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
46015,Tree (Standing Only),Dark - Lighted,Urban-Minor Arterial,Not an Intersection,f
46016,Guardrail Face,Daylight,Rural-Major Collector,Not an Intersection,t
46017,"Other Post, Other Pole or Other Supports",Dark - Not Lighted,Urban-Collector,Not an Intersection,t
46018,Motor Vehicle In-Transport ,Dark - Lighted,Rural-Principal Arterial-Other,Four-Way Intersection,t
46019,Pedestrian,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
46020,Embankment,Daylight,Rural-Major Collector,Not an Intersection,f
46021,Pedestrian,Dark - Lighted,Urban-Collector,Not an Intersection,f
46022,Pedestrian,Dark - Not Lighted,Urban-Minor Arterial,Not an Intersection,f
46023,Bridge Pier or Support,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
46024,Ditch,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
46025,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Collector,Not an Intersection,f
46026,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Four-Way Intersection,f
46027,Ditch,Dark - Not Lighted,Rural-Major Collector,T-Intersection,f
46028,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
46029,Culvert,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,t
46030,Tree (Standing Only),Daylight,Urban-Local Road or Street,Not an Intersection,f
46031,Pedestrian,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
46032,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Four-Way Intersection,f
46033,Ditch,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,f
46034,Culvert,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
46035,Pedestrian,Dark - Lighted,Urban-Collector,Not an Intersection,t
46036,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
46037,Culvert,Daylight,Rural-Major Collector,Not an Intersection,f
46038,Curb,Dark - Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
46039,Pedestrian,Dark - Lighted,Urban-Collector,Four-Way Intersection,f
46040,Ditch,Daylight,Rural-Minor Arterial,Not an Intersection,f
46041,Rollover/Overturn,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
46042,Rollover/Overturn,Dark - Lighted,Urban-Local Road or Street,T-Intersection,t
46043,Curb,Dark - Lighted,Rural-Principal Arterial-Other,Not an Intersection,t
46044,Curb,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,t
46045,Tree (Standing Only),Dark - Lighted,Rural-Minor Collector,Not an Intersection,t
46046,Rollover/Overturn,Daylight,Urban-Collector,Not an Intersection,f
46047,Railway Vehicle,Daylight,Urban-Local Road or Street,Not an Intersection,f
46048,Ditch,Daylight,Rural-Local Road or Street,Not an Intersection,t
46049,Pedalcyclist,Daylight,Rural-Minor Collector,Not an Intersection,f
46050,Tree (Standing Only),Daylight,Urban-Collector,Not an Intersection,f
46051,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Other Principal Arterial,Four-Way Intersection,f
46052,Pedestrian,Dark - Not Lighted,Rural-Major Collector,T-Intersection,f
46053,Motor Vehicle In-Transport ,Dark - Lighted,Rural-Major Collector,Four-Way Intersection,f
46054,Pedestrian,Dark - Not Lighted,Urban-Collector,T-Intersection,f
46055,Non-Motorist on Personal Conveyance,Daylight,Urban-Minor Arterial,Four-Way Intersection,f
46056,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Collector,Four-Way Intersection,f
46057,Cable Barrier,Daylight,Urban-Minor Arterial,Not an Intersection,t
46058,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Four-Way Intersection,f
46059,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
46060,Building,Daylight,Rural-Local Road or Street,Not an Intersection,t
46061,Concrete Traffic Barrier,Dusk,Urban-Principal Arterial-Interstate,Not an Intersection,f
46062,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,f
46063,Ditch,Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,f
46064,Embankment,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
46065,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,T-Intersection,f
46066,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
46067,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Four-Way Intersection,f
46068,Parked Motor Vehicle ,Dawn,Urban-Collector,Not an Intersection,t
46069,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
46070,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Four-Way Intersection,f
46071,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Collector,Not an Intersection,f
46072,Pedestrian,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
46073,Tree (Standing Only),Dark - Not Lighted,Urban-Minor Arterial,Not an Intersection,f
46074,Traffic Sign Support ,Dark - Not Lighted,Rural-Minor Arterial,Y-Intersection,f
46075,Pedestrian,Dark - Lighted,Urban-Collector,Not an Intersection,f
46076,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
46077,Embankment,Dusk,Rural-Principal Arterial-Interstate,Not an Intersection,f
46078,Embankment,Dark - Lighted,Rural-Local Road or Street,Not an Intersection,f
46079,Pedestrian,Dark - Lighted,Rural-Local Road or Street,Not an Intersection,f
46080,Bridge Pier or Support,Daylight,Rural-Major Collector,Not an Intersection,f
46081,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
46082,Culvert,Daylight,Rural-Major Collector,Not an Intersection,t
46083,Ditch,Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,t
46084,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
46085,Motor Vehicle In-Transport ,Daylight,Urban-Local Road or Street,Not an Intersection,f
46086,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Four-Way Intersection,f
46087,Tree (Standing Only),Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
46088,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
46089,Railway Vehicle,Daylight,Rural-Local Road or Street,Not an Intersection,f
46090,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
46091,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
46092,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
46093,Culvert,Dark - Not Lighted,Urban-Minor Arterial,Not an Intersection,t
46094,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
46095,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
46096,Parked Motor Vehicle ,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,t
46097,Rollover/Overturn,Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,t
46098,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,f
46099,Tree (Standing Only),Daylight,Rural-Minor Arterial,Not an Intersection,f
46100,Live Animal,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
46101,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
46102,Pedestrian,Dark - Lighted,Urban-Minor Arterial,Four-Way Intersection,f
46103,Culvert,Daylight,Rural-Major Collector,Not an Intersection,f
46104,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,T-Intersection,f
46105,Motor Vehicle In-Transport ,Daylight,Urban-Collector,Not an Intersection,f
46106,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Not an Intersection,f
46107,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Four-Way Intersection,f
46108,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
46109,Non-Motorist on Personal Conveyance,Dark - Not Lighted,Urban-Collector,Not an Intersection,f
46110,Utility Pole/Light Support,Daylight,Urban-Collector,Four-Way Intersection,f
46111,Pedestrian,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
46112,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
46113,Other Fixed Object,Daylight,Rural-Local Road or Street,Not an Intersection,f
46114,Pedestrian,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
46115,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
46116,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Four-Way Intersection,f
46117,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,T-Intersection,f
46118,Other Fixed Object,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
46119,Rollover/Overturn,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
46120,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
46121,Rollover/Overturn,Daylight,Urban-Local Road or Street,Not an Intersection,f
46122,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
46123,Motor Vehicle In-Transport ,Daylight,Urban-Local Road or Street,T-Intersection,f
46124,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
46125,Tree (Standing Only),Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,t
46126,Motor Vehicle In-Transport ,Daylight,Urban-Collector,Not an Intersection,f
46127,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Collector,Not an Intersection,t
46128,Rollover/Overturn,Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,f
46129,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
46130,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
46131,Utility Pole/Light Support,Daylight,Urban-Local Road or Street,Not an Intersection,f
46132,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
46133,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
46134,Impact Attenuator/Crash Cushion,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
46135,Rollover/Overturn,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
46136,Motor Vehicle In-Transport ,Dusk,Rural-Minor Arterial,Not an Intersection,f
46137,Pedestrian,Dark - Lighted,Urban-Collector,Not an Intersection,t
46138,Tree (Standing Only),Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
46139,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
46140,Motor Vehicle In-Transport ,Daylight,Urban-Local Road or Street,Four-Way Intersection,f
46141,Ditch,Daylight,Rural-Major Collector,Not an Intersection,f
46142,Motor Vehicle In-Transport ,Dusk,Rural-Local Road or Street,Not an Intersection,f
46143,Pedestrian,Dark - Not Lighted,Rural-Local Road or Street,Four-Way Intersection,f
46144,Bridge Pier or Support,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
46145,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,t
46146,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
46147,Tree (Standing Only),Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,t
46148,Ditch,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
46149,Pedestrian,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
46150,Rollover/Overturn,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
46151,Mail Box,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
46152,Immersion,Dark - Not Lighted,Rural-Local Road or Street,T-Intersection,f
46153,Tree (Standing Only),Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,t
46154,Motor Vehicle In-Transport ,Daylight,Urban-Collector,T-Intersection,f
46155,Non-Motorist on Personal Conveyance,Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,f
46156,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Four-Way Intersection,f
46157,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
46158,Tree (Standing Only),Dark - Lighted,Rural-Local Road or Street,T-Intersection,t
46160,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Four-Way Intersection,f
46161,Guardrail End,Daylight,Urban-Local Road or Street,Not an Intersection,t
46162,Immersion,Daylight,Urban-Local Road or Street,Not an Intersection,t
46163,Tree (Standing Only),Daylight,Rural-Major Collector,Not an Intersection,f
46164,Culvert,Daylight,Urban-Local Road or Street,Not an Intersection,f
46165,Pedestrian,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
46166,Tree (Standing Only),Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,t
46167,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Not an Intersection,f
46168,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,t
46169,Ditch,Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,t
46170,Tree (Standing Only),Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
46171,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,Four-Way Intersection,f
46172,Non-Motorist on Personal Conveyance,Daylight,Rural-Local Road or Street,Four-Way Intersection,f
46173,Motor Vehicle In-Transport ,Dark - Lighted,Rural-Local Road or Street,Four-Way Intersection,f
46174,Tree (Standing Only),Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,f
46175,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Four-Way Intersection,f
46176,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Minor Arterial,T-Intersection,f
46177,Motor Vehicle In-Transport ,Dusk,Rural-Minor Arterial,Not an Intersection,f
46178,Curb,Dark - Lighted,Rural-Local Road or Street,Not an Intersection,t
46179,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
46180,Utility Pole/Light Support,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
46181,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,t
46182,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Local Road or Street,Four-Way Intersection,f
46183,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
46184,Bridge Rail (Includes parapet),Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
46185,Tree (Standing Only),Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,t
46186,Tree (Standing Only),Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,t
46187,Rollover/Overturn,Daylight,Urban-Local Road or Street,Not an Intersection,f
46188,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Not an Intersection,f
46189,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Four-Way Intersection,f
46190,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Four-Way Intersection,f
46191,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
46192,Pedestrian,Daylight,Urban-Local Road or Street,Not an Intersection,f
46193,Ditch,Dusk,Rural-Principal Arterial-Interstate,Not an Intersection,t
46194,Ditch,Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,t
46195,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Minor Arterial,Four-Way Intersection,t
46196,Embankment,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,t
46197,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,t
46198,Ditch,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
46199,Culvert,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
46200,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
46201,Culvert,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
46202,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Four-Way Intersection,f
46203,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Not an Intersection,f
46204,Utility Pole/Light Support,Dark - Not Lighted,Rural-Local Road or Street,Four-Way Intersection,t
46205,Wall,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
46206,Tree (Standing Only),Daylight,Urban-Local Road or Street,Not an Intersection,f
46207,Curb,Daylight,Urban-Minor Arterial,Not an Intersection,f
46208,Motor Vehicle In-Transport ,Daylight,Urban-Local Road or Street,Not an Intersection,f
46209,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
46210,Pedestrian,Daylight,Rural-Local Road or Street,Not an Intersection,f
46211,Pedestrian,Daylight,Urban-Collector,Four-Way Intersection,f
46212,Rollover/Overturn,Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,t
46213,Fell/Jumped from Vehicle,Daylight,Urban-Local Road or Street,Not an Intersection,f
46214,Guardrail Face,Dawn,Rural-Principal Arterial-Interstate,Not an Intersection,t
46215,Rollover/Overturn,Daylight,Urban-Local Road or Street,Not an Intersection,f
46216,Pedestrian,Daylight,Urban-Collector,Not an Intersection,f
46217,Motor Vehicle In-Transport ,Dawn,Urban-Principal Arterial-Interstate,Not an Intersection,f
46218,Tree (Standing Only),Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,f
46219,Fell/Jumped from Vehicle,Daylight,Urban-Local Road or Street,Not an Intersection,f
46220,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Not an Intersection,f
46221,Ditch,Daylight,Rural-Major Collector,Not an Intersection,t
46222,Traffic Sign Support ,Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,f
46223,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Not an Intersection,f
46224,Concrete Traffic Barrier,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
46225,Culvert,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,f
46226,Pedestrian,Daylight,Rural-Local Road or Street,Not an Intersection,f
46227,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
46228,Motor Vehicle In-Transport ,Daylight,Urban-Collector,Four-Way Intersection,f
46229,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Collector,Four-Way Intersection,t
46231,Culvert,Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,t
46232,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
46233,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
46234,Parked Motor Vehicle ,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
46235,Railway Vehicle,Daylight,Urban-Local Road or Street,Not an Intersection,f
46236,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Collector,Four-Way Intersection,t
46237,Motor Vehicle In-Transport ,Dusk,Urban-Local Road or Street,Not an Intersection,t
46238,Ditch,Dusk,Rural-Major Collector,Not an Intersection,t
46239,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,f
46240,Pedestrian,Daylight,Rural-Local Road or Street,Not an Intersection,f
46241,Pedestrian,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
46242,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
46243,Fell/Jumped from Vehicle,Daylight,Rural-Local Road or Street,Not an Intersection,f
46244,Rollover/Overturn,Daylight,Rural-Minor Arterial,Not an Intersection,f
46245,Motor Vehicle In-Transport ,Daylight,Urban-Local Road or Street,Not an Intersection,f
46246,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Four-Way Intersection,f
46247,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
46248,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,T-Intersection,t
46249,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Y-Intersection,f
46250,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,f
46251,Fell/Jumped from Vehicle,Dark - Not Lighted,Rural-Local Road or Street,T-Intersection,f
46252,Tree (Standing Only),Daylight,Urban-Local Road or Street,Not an Intersection,t
46253,Utility Pole/Light Support,Dark - Lighted,Rural-Local Road or Street,Not an Intersection,t
46254,Tree (Standing Only),Daylight,Rural-Local Road or Street,Not an Intersection,f
46255,Tree (Standing Only),Daylight,Urban-Local Road or Street,Not an Intersection,f
46256,Tree (Standing Only),Daylight,Urban-Local Road or Street,Not an Intersection,f
46257,Embankment,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
46258,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
46259,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
46260,Utility Pole/Light Support,Daylight,Urban-Local Road or Street,Not an Intersection,t
46261,Motor Vehicle In-Transport ,Dark - Lighted,Rural-Local Road or Street,T-Intersection,t
46262,Culvert,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,t
