detail_id,detail_information,light_condition,road_function,intersection_type,drunk_driving
2445,Concrete Traffic Barrier,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
2446,Ground,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
2447,Fence,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
2448,Pedalcyclist,Daylight,Urban-Other Principal Arterial,Four-Way Intersection,f
2449,Non-Motorist on Personal Conveyance,Daylight,Rural-Major Collector,Not an Intersection,f
2450,Pedalcyclist,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,f
2451,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
2452,Pedestrian,Daylight,Urban-Local Road or Street,Not an Intersection,t
2453,Curb,Dark - Lighted,Urban-Local Road or Street,Four-Way Intersection,t
2454,Curb,Dark - Lighted,Urban-Other Principal Arterial,Four-Way Intersection,t
2455,Curb,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,t
2456,Pedestrian,Dark - Lighted,Urban-Local Road or Street,Four-Way Intersection,f
2457,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
2458,Pedestrian,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,f
2459,Pedestrian,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
2460,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
2461,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,t
2462,Rollover/Overturn,Dark - Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,t
2463,Other Fixed Object,Daylight,Urban-Minor Arterial,Not an Intersection,f
2464,Other Object (not fixed),Daylight,Rural-Local Road or Street,Not an Intersection,t
2465,Concrete Traffic Barrier,Dark - Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,t
2466,Non-Motorist on Personal Conveyance,Dark - Not Lighted,Urban-Minor Arterial,Not an Intersection,f
2467,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Principal Arterial-Interstate,Four-Way Intersection,f
2468,Curb,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,t
2469,Parked Motor Vehicle ,Dark - Not Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,t
2470,Pedalcyclist,Dark - Lighted,Urban-Local Road or Street,Four-Way Intersection,t
2471,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,Four-Way Intersection,f
2472,Utility Pole/Light Support,Daylight,Urban-Other Principal Arterial,Not an Intersection,t
2473,Fire Hydrant,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,t
2474,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
2475,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,Four-Way Intersection,f
2476,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,f
2477,Curb,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
2478,Pedestrian,Daylight,Urban-Local Road or Street,Not an Intersection,f
2479,Pedestrian,Daylight,Urban-Other Principal Arterial,Four-Way Intersection,f
2480,Rollover/Overturn,Dawn,Rural-Local Road or Street,Not an Intersection,t
2481,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,t
2482,Motor Vehicle In-Transport ,Daylight,Urban-Collector,Y-Intersection,f
2483,Non-Motorist on Personal Conveyance,Dark - Lighted,Urban-Collector,T-Intersection,f
2484,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,T-Intersection,f
2485,Pedalcyclist,Daylight,Urban-Collector,Four-Way Intersection,f
2486,Pedestrian,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,f
2487,Pedalcyclist,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,f
2488,Motor Vehicle In-Transport ,Daylight,Urban-Collector,Not an Intersection,f
2489,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,f
2490,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
2491,Pedestrian,Dark - Not Lighted,Urban-Minor Arterial,Not an Intersection,f
2492,Curb,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,t
2493,Pedestrian,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
2494,Rollover/Overturn,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
2495,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,Four-Way Intersection,f
2496,Pedalcyclist,Daylight,Urban-Minor Arterial,Four-Way Intersection,f
2497,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Four-Way Intersection,f
2498,Rollover/Overturn,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
2499,Pedestrian,Daylight,Urban-Local Road or Street,T-Intersection,f
2500,Rollover/Overturn,Daylight,Rural-Local Road or Street,Not an Intersection,f
2501,Rollover/Overturn,Dark - Not Lighted,Urban-Collector,Not an Intersection,t
2502,Pedestrian,Daylight,Urban-Local Road or Street,Not an Intersection,f
2503,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Not an Intersection,f
2504,Pedestrian,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
2505,Pedalcyclist,Dark - Lighted,Urban-Other Principal Arterial,Four-Way Intersection,f
2506,Motor Vehicle In-Transport ,Daylight,Urban-Local Road or Street,Not an Intersection,f
2507,Pedestrian,Daylight,Urban-Other Principal Arterial,T-Intersection,f
2508,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
2509,Curb,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,t
2510,Motor Vehicle In-Transport ,Daylight,Urban-Collector,Four-Way Intersection,t
2511,Curb,Dusk,Urban-Principal Arterial-Interstate,Not an Intersection,t
2512,Pedalcyclist,Daylight,Urban-Minor Arterial,Not an Intersection,f
2513,Curb,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
2514,Pedestrian,Dark - Lighted,Urban-Collector,Not an Intersection,f
2515,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,T-Intersection,f
2516,Pedestrian,Daylight,Rural-Local Road or Street,Not an Intersection,f
2517,Curb,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
2518,Rollover/Overturn,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
2519,Traffic Sign Support ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
2520,Pedestrian,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
2521,Concrete Traffic Barrier,Dawn,Urban-Principal Arterial-Interstate,Not an Intersection,f
2522,Pedestrian,Dark - Lighted,Urban-Minor Arterial,Four-Way Intersection,f
2523,Fence,Dark - Lighted,Urban-Minor Arterial,Y-Intersection,t
2524,Pedestrian,Dark - Lighted,Urban-Minor Arterial,Four-Way Intersection,f
2525,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,f
2526,Parked Motor Vehicle ,Daylight,Urban-Minor Arterial,Not an Intersection,t
2527,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Minor Arterial,T-Intersection,t
2528,Pedestrian,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
2529,Pedalcyclist,Daylight,Urban-Minor Arterial,Not an Intersection,t
2530,Pedestrian,Dark - Lighted,Urban-Local Road or Street,T-Intersection,f
2531,Pedalcyclist,Daylight,Urban-Minor Arterial,Not an Intersection,f
2532,Pedalcyclist,Dark - Lighted,Urban-Collector,Not an Intersection,f
2533,Curb,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,t
2534,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
2535,Parked Motor Vehicle ,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
2536,Pedestrian,Dark - Lighted,Urban-Collector,Not an Intersection,f
2537,Pedestrian,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,f
2538,Embankment,Daylight,Rural-Major Collector,Not an Intersection,f
2539,Curb,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,t
2540,Rollover/Overturn,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
2541,Ditch,Daylight,Urban-Collector,T-Intersection,f
2542,Pedestrian,Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,t
2543,Rollover/Overturn,Dark - Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,t
2544,Pedestrian,Dark - Lighted,Rural-Principal Arterial-Other,Four-Way Intersection,f
2545,Utility Pole/Light Support,Daylight,Urban-Minor Arterial,Four-Way Intersection,f
2546,Pedestrian,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
2547,Pedalcyclist,Daylight,Urban-Local Road or Street,Four-Way Intersection,f
2548,Motor Vehicle In-Transport ,Daylight,Rural-Minor Collector,Not an Intersection,t
2549,Utility Pole/Light Support,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
2550,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
2551,Pedestrian,Dark - Not Lighted,Urban-Other Principal Arterial,Four-Way Intersection,f
2552,Pedalcyclist,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
2553,Tree (Standing Only),Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
2554,Parked Motor Vehicle ,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
2555,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
2556,Tree (Standing Only),Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
2557,Fence,Dark - Lighted,Urban-Collector,Not an Intersection,t
2558,Motor Vehicle In-Transport ,Dark - Lighted,Rural-Principal Arterial-Other,Four-Way Intersection,t
2559,Rollover/Overturn,Dark - Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,t
2560,Pedestrian,Daylight,Urban-Minor Arterial,Not an Intersection,f
2561,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
2562,Pedestrian,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
2563,Curb,Daylight,Urban-Other Principal Arterial,Not an Intersection,t
2564,Pedestrian,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
2565,Curb,Daylight,Urban-Minor Arterial,Not an Intersection,f
2566,Pedestrian,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,f
2567,Pedalcyclist,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
2568,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,T-Intersection,f
2569,Curb,Daylight,Urban-Collector,Four-Way Intersection,f
2570,Motor Vehicle In-Transport ,Dark - Lighted,Rural-Principal Arterial-Other,Not an Intersection,t
2571,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Other Principal Arterial,Four-Way Intersection,t
2572,Motor Vehicle In-Transport ,Dawn,Urban-Collector,Not an Intersection,f
2573,Curb,Dawn,Urban-Collector,Not an Intersection,t
2574,Utility Pole/Light Support,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
2575,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Not an Intersection,t
2576,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
2577,Tree (Standing Only),Dark - Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,t
2578,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
2579,Guardrail Face,Daylight,Urban-Collector,Not an Intersection,f
2580,Motor Vehicle In-Transport ,Dusk,Rural-Principal Arterial-Other,Four-Way Intersection,t
2581,Utility Pole/Light Support,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
2582,Traffic Sign Support ,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
2583,Embankment,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
2584,Rollover/Overturn,Daylight,Rural-Major Collector,Not an Intersection,f
2585,Concrete Traffic Barrier,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
2586,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Four-Way Intersection,t
2587,Rollover/Overturn,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
2588,Ditch,Daylight,Rural-Major Collector,Not an Intersection,f
2589,Tree (Standing Only),Daylight,Rural-Minor Arterial,Not an Intersection,t
2590,Tree (Standing Only),Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,t
2591,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Y-Intersection,f
2592,Curb,Daylight,Urban-Other Principal Arterial,T-Intersection,f
2593,Rollover/Overturn,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
2594,Parked Motor Vehicle ,Dawn,Urban-Collector,Not an Intersection,f
2595,Curb,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,f
2596,Curb,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
2597,Tree (Standing Only),Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,t
2598,Curb,Daylight,Rural-Major Collector,T-Intersection,f
2599,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
2600,Motor Vehicle In-Transport ,Daylight,Urban-Local Road or Street,T-Intersection,f
2601,Fell/Jumped from Vehicle,Daylight,Urban-Local Road or Street,Not an Intersection,f
2602,Embankment,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,t
2603,Rollover/Overturn,Dark - Lighted,Urban-Local Road or Street,T-Intersection,t
2604,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Four-Way Intersection,f
2605,Culvert,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
2606,Tree (Standing Only),Dawn,Rural-Principal Arterial-Other,Not an Intersection,f
2607,Motor Vehicle In-Transport ,Daylight,Urban-Collector,Four-Way Intersection,f
2608,Curb,Daylight,Urban-Minor Arterial,Not an Intersection,f
2609,Rollover/Overturn,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
2610,Motor Vehicle In-Transport ,Dark - Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
2611,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
2612,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
2613,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,T-Intersection,f
2614,Tree (Standing Only),Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
2615,Injured In Vehicle (Non-Collision),Dusk,Urban-Other Principal Arterial,Not Reported,f
2616,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,T-Intersection,t
2617,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
2618,Pedestrian,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
2619,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
2620,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
2621,Pedestrian,Daylight,Urban-Other Principal Arterial,Four-Way Intersection,f
2622,Motor Vehicle In-Transport ,Daylight,Urban-Local Road or Street,T-Intersection,f
2623,Rollover/Overturn,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
2625,Pedalcyclist,Daylight,Rural-Local Road or Street,Not an Intersection,f
2626,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Minor Arterial,Four-Way Intersection,t
2627,Pedalcyclist,Daylight,Urban-Minor Arterial,Four-Way Intersection,f
2628,Concrete Traffic Barrier,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
2629,Fence,Dusk,Rural-Principal Arterial-Other,Not an Intersection,t
2630,Pedestrian,Daylight,Urban-Minor Arterial,T-Intersection,f
2631,Non-Motorist on Personal Conveyance,Dark - Lighted,Urban-Other Principal Arterial,Four-Way Intersection,f
2632,Pedestrian,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
2633,Pedestrian,Daylight,Urban-Minor Arterial,Not an Intersection,f
2634,Pedalcyclist,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,f
2635,Pedalcyclist,Daylight,Urban-Collector,Not an Intersection,f
2636,Shrubbery,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
2637,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
2638,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Not an Intersection,t
2639,Pedestrian,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
2640,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,T-Intersection,f
2641,Pedestrian,Daylight,Urban-Local Road or Street,Four-Way Intersection,f
2642,Pedestrian,Dusk,Rural-Major Collector,T-Intersection,f
2643,"Other Post, Other Pole or Other Supports",Dawn,Urban-Other Principal Arterial,Not an Intersection,t
2644,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,Y-Intersection,f
2645,Pedestrian,Dawn,Urban-Collector,T-Intersection,f
2646,Pedestrian,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
2647,Pedestrian,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
2648,"Other Post, Other Pole or Other Supports",Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
2649,Fence,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
2650,Other Fixed Object,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
2651,Curb,Dark - Lighted,Urban-Other Principal Arterial,Four-Way Intersection,t
2652,Curb,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,t
2653,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Four-Way Intersection,t
2654,Rollover/Overturn,Dusk,Rural-Principal Arterial-Other,Not an Intersection,f
2655,Rollover/Overturn,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
2656,Curb,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,t
2657,Guardrail Face,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
2658,Curb,Daylight,Urban-Collector,Four-Way Intersection,f
2659,Fence,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
2660,Tree (Standing Only),Dark - Lighted,Urban-Minor Arterial,Not an Intersection,t
2661,Curb,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
2662,Motor Vehicle In-Transport ,Dawn,Rural-Principal Arterial-Other,Four-Way Intersection,t
2663,"Other Post, Other Pole or Other Supports",Daylight,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
2664,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
2665,Rollover/Overturn,Daylight,Rural-Major Collector,Not an Intersection,t
2666,Concrete Traffic Barrier,Dark - Lighted,Urban-Other Principal Arterial,T-Intersection,t
2667,Embankment,Dark - Not Lighted,Rural-Local Road or Street,T-Intersection,t
2668,Utility Pole/Light Support,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
2669,Fence,Dark - Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,t
2670,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,t
2671,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
2672,Rollover/Overturn,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
2673,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,Four-Way Intersection,f
2674,Bridge Pier or Support,Dark - Lighted,Rural-Minor Arterial,Not an Intersection,f
2675,Fence,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
2676,Tree (Standing Only),Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
2677,Shrubbery,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,t
2678,Guardrail Face,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
2679,Fell/Jumped from Vehicle,Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,f
2680,Guardrail Face,Dawn,Rural-Principal Arterial-Other,Not an Intersection,f
2681,Rollover/Overturn,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
2682,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Four-Way Intersection,f
2683,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Not an Intersection,f
2684,Fence,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
2685,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Collector,Four-Way Intersection,t
2686,Fence,Dark - Not Lighted,Urban-Collector,Not an Intersection,t
2687,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
2688,Shrubbery,Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,t
2689,Utility Pole/Light Support,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
2690,Rollover/Overturn,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
2691,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Local Road or Street,Four-Way Intersection,t
2692,Rollover/Overturn,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
2693,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
2694,Rollover/Overturn,Dusk,Rural-Minor Collector,Not an Intersection,t
2695,Other Object (not fixed),Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,t
2696,Curb,Daylight,Urban-Minor Arterial,Not an Intersection,f
2697,Pedestrian,Dusk,Urban-Minor Arterial,T-Intersection,f
2698,Curb,Daylight,Urban-Minor Arterial,Not an Intersection,f
2699,Pedestrian,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,f
2700,Pedalcyclist,Dark - Not Lighted,Urban-Minor Arterial,T-Intersection,f
2701,Pedalcyclist,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
2702,Pedestrian,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
2703,Pedestrian,Dark - Not Lighted,Rural-Principal Arterial-Other,T-Intersection,f
2704,Fell/Jumped from Vehicle,Dawn,Urban-Principal Arterial-Other Freeways or Expressways,T-Intersection,f
2705,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
2706,Pedestrian,Dark - Lighted,Rural-Local Road or Street,T-Intersection,f
2707,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Four-Way Intersection,f
2708,Pedestrian,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
2709,Motor Vehicle In-Transport ,Daylight,Urban-Collector,T-Intersection,f
2710,Pedalcyclist,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
2711,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,T-Intersection,f
2712,Pedestrian,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
2713,Pedestrian,Dark - Lighted,Urban-Collector,Four-Way Intersection,f
2714,Pedestrian,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
2715,Concrete Traffic Barrier,Daylight,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
2716,Pedalcyclist,Daylight,Urban-Other Principal Arterial,Four-Way Intersection,f
2717,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Four-Way Intersection,f
2718,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Other Principal Arterial,Four-Way Intersection,f
2719,Pedestrian,Dark - Not Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,t
2720,Non-Motorist on Personal Conveyance,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
2721,Pedestrian,Daylight,Urban-Local Road or Street,Four-Way Intersection,f
2722,Pedestrian,Daylight,Rural-Principal Arterial-Other,Four-Way Intersection,f
2723,Pedestrian,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
2724,Pedalcyclist,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
2725,Pedestrian,Dusk,Rural-Principal Arterial-Other,Not an Intersection,f
2726,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,T-Intersection,f
2727,Tree (Standing Only),Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
2728,Non-Motorist on Personal Conveyance,Daylight,Urban-Minor Arterial,Y-Intersection,f
2729,Pedestrian,Daylight,Urban-Collector,Four-Way Intersection,f
2730,Pedestrian,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
2731,Pedestrian,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
2732,Pedestrian,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
2733,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
2734,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,t
2735,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
2736,Rollover/Overturn,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
2737,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
2738,Guardrail Face,Daylight,Rural-Principal Arterial-Other,Not an Intersection,t
2739,Pedestrian,Daylight,Urban-Collector,Four-Way Intersection,f
2740,Pedestrian,Dark - Not Lighted,Urban-Minor Arterial,Four-Way Intersection,f
2741,Guardrail Face,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
2742,Pedalcyclist,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
2743,Pedalcyclist,Dark - Not Lighted,Rural-Principal Arterial-Other,Four-Way Intersection,f
2744,Pedestrian,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
2745,Pedestrian,Daylight,Urban-Local Road or Street,Four-Way Intersection,f
2746,Fence,Daylight,Rural-Major Collector,Not an Intersection,f
2747,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
2748,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
2749,Parked Motor Vehicle ,Daylight,Urban-Local Road or Street,Not an Intersection,f
2750,Pedestrian,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,t
2751,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,f
2752,Pedalcyclist,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
2753,Rollover/Overturn,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
2754,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
2755,Tree (Standing Only),Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,t
2756,Pedestrian,Dark - Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,f
2757,Pedestrian,Daylight,Urban-Local Road or Street,Not an Intersection,f
2758,Embankment,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
2759,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
2760,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,Four-Way Intersection,f
2761,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,Four-Way Intersection,f
